"post_city_country","send_country","post_city","post_country","post_type","post_title","send_country_iso","send_country_iso_num","post_country_iso","post_country_iso_num","send_lon","send_lat","post_city_lon","post_city_lat","full_geo_query","exact_post_lon","exact_post_lat"
"Bratislava, Slovak Republic","Brazil","Bratislava","Slovak Republic","Embassy / High Commission","Embassy","BRA",76,"SVK",703,-51.92528,-14.235004,17.1077478,48.1485965,"Brazil, Embassy, Bratislava, Slovak Republic",17.1027877,48.1489754
"Bratislava, Slovak Republic","Korea Republic of (South Korea)","Bratislava","Slovak Republic","Embassy / High Commission","Embassy","KOR",410,"SVK",703,127.766922,35.907757,17.1077478,48.1485965,"Korea Republic of (South Korea), Embassy, Bratislava, Slovak Republic",17.1145299,48.1423175
"Bratislava, Slovak Republic","India","Bratislava","Slovak Republic","Embassy / High Commission","Embassy","IND",356,"SVK",703,78.96288,20.593684,17.1077478,48.1485965,"India, Embassy, Bratislava, Slovak Republic",17.1141744,48.1443629
"Bratislava, Slovak Republic","Switzerland","Bratislava","Slovak Republic","Embassy / High Commission","Embassy","CHE",756,"SVK",703,8.227512,46.818188,17.1077478,48.1485965,"Switzerland, Embassy, Bratislava, Slovak Republic",17.1068211,48.144615
"Bratislava, Slovak Republic","Ireland","Bratislava","Slovak Republic","Embassy / High Commission","Embassy","IRL",372,"SVK",703,-7.6920536,53.1423672,17.1077478,48.1485965,"Ireland, Embassy, Bratislava, Slovak Republic",17.1094695,48.1411683
"Bratislava, Slovak Republic","Indonesia","Bratislava","Slovak Republic","Embassy / High Commission","Embassy","IDN",360,"SVK",703,113.921327,-0.789275,17.1077478,48.1485965,"Indonesia, Embassy, Bratislava, Slovak Republic",17.0855695,48.1640593
"Bratislava, Slovak Republic","Israel","Bratislava","Slovak Republic","Embassy / High Commission","Embassy","ISR",376,"SVK",703,34.851612,31.046051,17.1077478,48.1485965,"Israel, Embassy, Bratislava, Slovak Republic",17.0779325,48.1537678
"Bratislava, Slovak Republic","United Kingdom","Bratislava","Slovak Republic","Embassy / High Commission","Embassy","GBR",826,"SVK",703,-3.435973,55.378051,17.1077478,48.1485965,"United Kingdom, Embassy, Bratislava, Slovak Republic",17.1079724,48.1412841
"Bratislava, Slovak Republic","Netherlands","Bratislava","Slovak Republic","Embassy / High Commission","Embassy","NLD",528,"SVK",703,5.291266,52.132633,17.1077478,48.1485965,"Netherlands, Embassy, Bratislava, Slovak Republic",17.1045781,48.1518775
"Bratislava, Slovak Republic","Japan","Bratislava","Slovak Republic","Embassy / High Commission","Embassy","JPN",392,"SVK",703,138.252924,36.204824,17.1077478,48.1485965,"Japan, Embassy, Bratislava, Slovak Republic",17.1086771,48.1434009
"Bratislava, Slovak Republic","Russian Federation","Bratislava","Slovak Republic","Embassy / High Commission","Embassy","RUS",643,"SVK",703,105.318756,61.52401,17.1077478,48.1485965,"Russian Federation, Embassy, Bratislava, Slovak Republic",17.1009008,48.1491715
"Bratislava, Slovak Republic","Vietnam","Bratislava","Slovak Republic","Embassy / High Commission","Embassy","VNM",704,"SVK",703,108.277199,14.058324,17.1077478,48.1485965,"Vietnam, Embassy, Bratislava, Slovak Republic",17.1175719,48.1453934
"Bratislava, Slovak Republic","United States","Bratislava","Slovak Republic","Embassy / High Commission","Embassy","USA",840,"SVK",703,-95.712891,37.09024,17.1077478,48.1485965,"United States, Embassy, Bratislava, Slovak Republic",17.1079724,48.1412841
"Bratislava, Slovak Republic","Taiwan*","Bratislava","Slovak Republic","Other","Representative Office","TWN",158,"SVK",703,120.960515,23.69781,17.1077478,48.1485965,"Taiwan*, Representative Office, Bratislava, Slovak Republic",17.1094333,48.1413104
"Bratislava, Slovak Republic","Spain","Bratislava","Slovak Republic","Embassy / High Commission","Embassy","ESP",724,"SVK",703,-3.74922,40.463667,17.1077478,48.1485965,"Spain, Embassy, Bratislava, Slovak Republic",17.1055949,48.1431701
"Bratislava, Slovak Republic","Slovenia","Bratislava","Slovak Republic","Embassy / High Commission","Embassy","SVN",705,"SVK",703,14.995463,46.151241,17.1077478,48.1485965,"Slovenia, Embassy, Bratislava, Slovak Republic",17.1063706,48.1427367
"Bratislava, Slovak Republic","Turkey","Bratislava","Slovak Republic","Embassy / High Commission","Embassy","TUR",792,"SVK",703,35.243322,38.963745,17.1077478,48.1485965,"Turkey, Embassy, Bratislava, Slovak Republic",17.0953847,48.1497878
"Bratislava, Slovak Republic","Czech Republic","Bratislava","Slovak Republic","Embassy / High Commission","Embassy","CZE",203,"SVK",703,15.472962,49.817492,17.1077478,48.1485965,"Czech Republic, Embassy, Bratislava, Slovak Republic",17.1070067,48.1410122
"Brazzaville, Congo","France","Brazzaville","Congo","Embassy / High Commission","Embassy","FRA",250,"COG",178,2.213749,46.227638,15.2428853,-4.2633597,"France, Embassy, Brazzaville, Congo",15.2822614,-4.275031
"Brazzaville, Congo","Germany","Brazzaville","Congo","Embassy / High Commission","Embassy","DEU",276,"COG",178,10.451526,51.165691,15.2428853,-4.2633597,"Germany, Embassy, Brazzaville, Congo",15.2822413,-4.2749441
"Brazzaville, Congo","United States","Brazzaville","Congo","Embassy / High Commission","Embassy","USA",840,"COG",178,-95.712891,37.09024,15.2428853,-4.2633597,"United States, Embassy, Brazzaville, Congo",15.2561849,-4.2753413
"Brazzaville, Congo","China","Brazzaville","Congo","Embassy / High Commission","Embassy","CHN",156,"COG",178,104.195397,35.86166,15.2428853,-4.2633597,"China, Embassy, Brazzaville, Congo",15.2726495,-4.2663631
"Brazzaville, Congo","Turkey","Brazzaville","Congo","Embassy / High Commission","Embassy","TUR",792,"COG",178,35.243322,38.963745,15.2428853,-4.2633597,"Turkey, Embassy, Brazzaville, Congo",15.2760321,-4.3155817
"Brazzaville, Congo","Russian Federation","Brazzaville","Congo","Embassy / High Commission","Embassy","RUS",643,"COG",178,105.318756,61.52401,15.2428853,-4.2633597,"Russian Federation, Embassy, Brazzaville, Congo",15.2909004,-4.2717879
"Brazzaville, Congo","Italy","Brazzaville","Congo","Embassy / High Commission","Embassy","ITA",380,"COG",178,12.56738,41.87194,15.2428853,-4.2633597,"Italy, Embassy, Brazzaville, Congo",15.3073776,-4.3028157
"Brazzaville, Congo","Brazil","Brazzaville","Congo","Embassy / High Commission","Embassy","BRA",76,"COG",178,-51.92528,-14.235004,15.2428853,-4.2633597,"Brazil, Embassy, Brazzaville, Congo",15.3187668,-4.307388
"Brazzaville, Congo","South Africa","Brazzaville","Congo","Embassy / High Commission","Embassy","ZAF",710,"COG",178,22.937506,-30.559482,15.2428853,-4.2633597,"South Africa, Embassy, Brazzaville, Congo",15.2652617,-4.2673294
"Bregenz, Austria","Turkey","Bregenz","Austria","Consulate / Consulate-General","Consulate-General","TUR",792,"AUT",40,35.243322,38.963745,9.74231,47.50075,"Turkey, Consulate-General, Bregenz, Austria",9.7338726,47.4901961
"Brest, Belarus","Poland","Brest","Belarus","Consulate / Consulate-General","Consulate-General","POL",616,"BLR",112,19.145136,51.919438,23.7636662,52.0996507,"Poland, Consulate-General, Brest, Belarus",23.1070424,52.0399922
"Brest, Belarus","Russian Federation","Brest","Belarus","Consulate / Consulate-General","Consulate-General","RUS",643,"BLR",112,105.318756,61.52401,23.7636662,52.0996507,"Russian Federation, Consulate-General, Brest, Belarus",23.7636662,52.0996507
"Bridgetown, Barbados","Japan","Bridgetown","Barbados","Embassy / High Commission","Embassy","JPN",392,"BRB",52,138.252924,36.204824,-59.6131741,13.1059816,"Japan, Embassy, Bridgetown, Barbados",-59.6011908,13.0924898
"Bridgetown, Barbados","United Kingdom","Bridgetown","Barbados","Embassy / High Commission","High Commission","GBR",826,"BRB",52,-3.435973,55.378051,-59.6131741,13.1059816,"United Kingdom, High Commission, Bridgetown, Barbados",-59.602578,13.092907
"Bridgetown, Barbados","Argentina","Bridgetown","Barbados","Embassy / High Commission","Embassy","ARG",32,"BRB",52,-63.616672,-38.416097,-59.6131741,13.1059816,"Argentina, Embassy, Bridgetown, Barbados",-59.6024107,13.0784082
"Bridgetown, Barbados","New Zealand","Bridgetown","Barbados","Embassy / High Commission","High Commission","NZL",554,"BRB",52,174.885971,-40.900557,-59.6131741,13.1059816,"New Zealand, High Commission, Bridgetown, Barbados",-59.6043384,13.0929486
"Bridgetown, Barbados","Canada","Bridgetown","Barbados","Embassy / High Commission","High Commission","CAN",124,"BRB",52,-106.346771,56.130366,-59.6131741,13.1059816,"Canada, High Commission, Bridgetown, Barbados",-59.599932,13.095179
"Bridgetown, Barbados","United States","Bridgetown","Barbados","Embassy / High Commission","Embassy","USA",840,"BRB",52,-95.712891,37.09024,-59.6131741,13.1059816,"United States, Embassy, Bridgetown, Barbados",-59.5850211,13.0929517
"Bridgetown, Barbados","Brazil","Bridgetown","Barbados","Embassy / High Commission","Embassy","BRA",76,"BRB",52,-51.92528,-14.235004,-59.6131741,13.1059816,"Brazil, Embassy, Bridgetown, Barbados",-59.6045423,13.0778697
"Brisbane, Australia","Italy","Brisbane","Australia","Consulate / Consulate-General","Consulate","ITA",380,"AUS",36,12.56738,41.87194,153.0251235,-27.4697707,"Italy, Consulate, Brisbane, Australia",153.0240558,-27.4710758
"Brisbane, Australia","China","Brisbane","Australia","Consulate / Consulate-General","Consulate-General","CHN",156,"AUS",36,104.195397,35.86166,153.0251235,-27.4697707,"China, Consulate-General, Brisbane, Australia",153.0242806,-27.4693256
"Brisbane, Australia","Japan","Brisbane","Australia","Consulate / Consulate-General","Consulate-General","JPN",392,"AUS",36,138.252924,36.204824,153.0251235,-27.4697707,"Japan, Consulate-General, Brisbane, Australia",153.0295926,-27.4684934
"Brisbane, Australia","Taiwan*","Brisbane","Australia","Other","Economic & Cultural Office","TWN",158,"AUS",36,120.960515,23.69781,153.0251235,-27.4697707,"Taiwan*, Economic & Cultural Office, Brisbane, Australia",-73.9801715,40.7533992
"Brno, Czech Republic","Russian Federation","Brno","Czech Republic","Consulate / Consulate-General","Consulate-General","RUS",643,"CZE",203,105.318756,61.52401,16.6068371,49.1950602,"Russian Federation, Consulate-General, Brno, Czech Republic",16.5807162,49.1980267
"Brownsville, United States","Mexico","Brownsville","United States","Consulate / Consulate-General","Consulate","MEX",484,"USA",840,-102.552784,23.634501,-97.4974838,25.9017472,"Mexico, Consulate, Brownsville, United States",-97.5105544,25.9018395
"Brussels, Belgium","Philippines","Brussels","Belgium","Embassy / High Commission","Embassy","PHL",608,"BEL",56,121.774017,12.879721,4.3517103,50.8503396,"Philippines, Embassy, Brussels, Belgium",4.3566505,50.8151894
"Brussels, Belgium","United Kingdom","Brussels","Belgium","Embassy / High Commission","Embassy","GBR",826,"BEL",56,-3.435973,55.378051,4.3517103,50.8503396,"United Kingdom, Embassy, Brussels, Belgium",4.3844608,50.8418276
"Brussels, Belgium","Denmark","Brussels","Belgium","Permanent Mission","Mission to EU","DNK",208,"BEL",56,9.501785,56.26392,4.3517103,50.8503396,"Denmark, Mission to EU, Brussels, Belgium",4.3744243,50.8429746
"Brussels, Belgium","Hungary","Brussels","Belgium","Embassy / High Commission","Embassy","HUN",348,"BEL",56,19.5033041,47.162494,4.3517103,50.8503396,"Hungary, Embassy, Brussels, Belgium",4.3697168,50.8008274
"Brussels, Belgium","Switzerland","Brussels","Belgium","Permanent Mission","Mission to EU","CHE",756,"BEL",56,8.227512,46.818188,4.3517103,50.8503396,"Switzerland, Mission to EU, Brussels, Belgium",4.3722417,50.8388265
"Brussels, Belgium","Argentina","Brussels","Belgium","Embassy / High Commission","Embassy","ARG",32,"BEL",56,-63.616672,-38.416097,4.3517103,50.8503396,"Argentina, Embassy, Brussels, Belgium",4.3648756,50.8257644
"Brussels, Belgium","France","Brussels","Belgium","Consulate / Consulate-General","Consulate-General","FRA",250,"BEL",56,2.213749,46.227638,4.3517103,50.8503396,"France, Consulate-General, Brussels, Belgium",4.3684804,50.8467772
"Brussels, Belgium","Denmark","Brussels","Belgium","Permanent Mission","Mission to NATO","DNK",208,"BEL",56,9.501785,56.26392,4.3517103,50.8503396,"Denmark, Mission to NATO, Brussels, Belgium",4.4272512,50.8775733
"Brussels, Belgium","Luxembourg","Brussels","Belgium","Embassy / High Commission","Embassy","LUX",442,"BEL",56,6.129583,49.815273,4.3517103,50.8503396,"Luxembourg, Embassy, Brussels, Belgium",4.3896916,50.8447615
"Brussels, Belgium","Lithuania","Brussels","Belgium","Permanent Mission","Mission to NATO","LTU",440,"BEL",56,23.881275,55.169438,4.3517103,50.8503396,"Lithuania, Mission to NATO, Brussels, Belgium",4.3716749,50.8417149
"Brussels, Belgium","United States","Brussels","Belgium","Permanent Mission","Mission to NATO","USA",840,"BEL",56,-95.712891,37.09024,4.3517103,50.8503396,"United States, Mission to NATO, Brussels, Belgium",4.3673465,50.8445953
"Brussels, Belgium","Japan","Brussels","Belgium","Embassy / High Commission","Embassy","JPN",392,"BEL",56,138.252924,36.204824,4.3517103,50.8503396,"Japan, Embassy, Brussels, Belgium",4.3781656,50.8407402
"Brussels, Belgium","New Zealand","Brussels","Belgium","Embassy / High Commission","Embassy & Mission to EU/NATO","NZL",554,"BEL",56,174.885971,-40.900557,4.3517103,50.8503396,"New Zealand, Embassy & Mission to EU/NATO, Brussels, Belgium",-77.0642265,38.9189575
"Brussels, Belgium","Lao People's Democratic Republic","Brussels","Belgium","Embassy / High Commission","Embassy","LAO",418,"BEL",56,102.495496,19.85627,4.3517103,50.8503396,"Lao People's Democratic Republic, Embassy, Brussels, Belgium",4.3850097,50.8481563
"Brussels, Belgium","Czech Republic","Brussels","Belgium","Embassy / High Commission","Embassy","CZE",203,"BEL",56,15.472962,49.817492,4.3517103,50.8503396,"Czech Republic, Embassy, Brussels, Belgium",4.3848189,50.8132126
"Brussels, Belgium","Bhutan","Brussels","Belgium","Embassy / High Commission","Embassy","BTN",64,"BEL",56,90.433601,27.514162,4.3517103,50.8503396,"Bhutan, Embassy, Brussels, Belgium",4.4177188,50.832217
"Brussels, Belgium","Austria","Brussels","Belgium","Permanent Mission","Mission to EU","AUT",40,"BEL",56,14.550072,47.516231,4.3517103,50.8503396,"Austria, Mission to EU, Brussels, Belgium",4.3858441,50.8434175
"Brussels, Belgium","Turkey","Brussels","Belgium","Embassy / High Commission","Embassy","TUR",792,"BEL",56,35.243322,38.963745,4.3517103,50.8503396,"Turkey, Embassy, Brussels, Belgium",4.3674883,50.8418815
"Brussels, Belgium","Portugal","Brussels","Belgium","Embassy / High Commission","Embassy","PRT",620,"BEL",56,-8.224454,39.399872,4.3517103,50.8503396,"Portugal, Embassy, Brussels, Belgium",4.3853448,50.8431932
"Brussels, Belgium","Brazil","Brussels","Belgium","Embassy / High Commission","Embassy","BRA",76,"BEL",56,-51.92528,-14.235004,4.3517103,50.8503396,"Brazil, Embassy, Brussels, Belgium",4.3697825,50.8221616
"Brussels, Belgium","Thailand","Brussels","Belgium","Embassy / High Commission","Embassy","THA",764,"BEL",56,100.992541,15.870032,4.3517103,50.8503396,"Thailand, Embassy, Brussels, Belgium",4.3723404,50.8052629
"Brussels, Belgium","Malaysia","Brussels","Belgium","Embassy / High Commission","Embassy","MYS",458,"BEL",56,101.975766,4.210484,4.3517103,50.8503396,"Malaysia, Embassy, Brussels, Belgium",4.4462189,50.8265049
"Brussels, Belgium","Korea Republic of (South Korea)","Brussels","Belgium","Embassy / High Commission","Embassy & Permanent Mission","KOR",410,"BEL",56,127.766922,35.907757,4.3517103,50.8503396,"Korea Republic of (South Korea), Embassy & Permanent Mission, Brussels, Belgium",-77.054683,38.9147495
"Brussels, Belgium","Greece","Brussels","Belgium","Permanent Mission","Mission to NATO","GRC",300,"BEL",56,21.824312,39.074208,4.3517103,50.8503396,"Greece, Mission to NATO, Brussels, Belgium",4.3590754,50.8402255
"Brussels, Belgium","Lithuania","Brussels","Belgium","Permanent Mission","Mission to EU","LTU",440,"BEL",56,23.881275,55.169438,4.3517103,50.8503396,"Lithuania, Mission to EU, Brussels, Belgium",4.3716896,50.8416925
"Brussels, Belgium","Czech Republic","Brussels","Belgium","Permanent Mission","Mission to EU","CZE",203,"BEL",56,15.472962,49.817492,4.3517103,50.8503396,"Czech Republic, Mission to EU, Brussels, Belgium",4.3696248,50.8383571
"Brussels, Belgium","Canada","Brussels","Belgium","Embassy / High Commission","Embassy","CAN",124,"BEL",56,-106.346771,56.130366,4.3517103,50.8503396,"Canada, Embassy, Brussels, Belgium",4.3664559,50.8406185
"Brussels, Belgium","Slovenia","Brussels","Belgium","Permanent Mission","Mission to NATO","SVN",705,"BEL",56,14.995463,46.151241,4.3517103,50.8503396,"Slovenia, Mission to NATO, Brussels, Belgium",4.3801922,50.8474104
"Brussels, Belgium","Sweden","Brussels","Belgium","Permanent Mission","Mission to NATO","SWE",752,"BEL",56,18.643501,60.128161,4.3517103,50.8503396,"Sweden, Mission to NATO, Brussels, Belgium",4.4272512,50.8775733
"Brussels, Belgium","Brazil","Brussels","Belgium","Permanent Mission","Mission to EU","BRA",76,"BEL",56,-51.92528,-14.235004,4.3517103,50.8503396,"Brazil, Mission to EU, Brussels, Belgium",4.3697825,50.8221616
"Brussels, Belgium","India","Brussels","Belgium","Embassy / High Commission","Embassy & Mission to the EU","IND",356,"BEL",56,78.96288,20.593684,4.3517103,50.8503396,"India, Embassy & Mission to the EU, Brussels, Belgium",-77.0469904,38.9113213
"Brussels, Belgium","Canada","Brussels","Belgium","Permanent Mission","Mission to NATO","CAN",124,"BEL",56,-106.346771,56.130366,4.3517103,50.8503396,"Canada, Mission to NATO, Brussels, Belgium",4.42103,50.8758
"Brussels, Belgium","Latvia","Brussels","Belgium","Embassy / High Commission","Embassy","LVA",428,"BEL",56,24.603189,56.879635,4.3517103,50.8503396,"Latvia, Embassy, Brussels, Belgium",4.3692001,50.8458627
"Brussels, Belgium","Latvia","Brussels","Belgium","Permanent Mission","Permanent Mission to NATO","LVA",428,"BEL",56,24.603189,56.879635,4.3517103,50.8503396,"Latvia, Permanent Mission to NATO, Brussels, Belgium",4.3692001,50.8458627
"Brussels, Belgium","Finland","Brussels","Belgium","Embassy / High Commission","Embassy","FIN",246,"BEL",56,25.7481511,61.92411,4.3517103,50.8503396,"Finland, Embassy, Brussels, Belgium",4.3877624,50.8443221
"Brussels, Belgium","Turkey","Brussels","Belgium","Consulate / Consulate-General","Consulate-General","TUR",792,"BEL",56,35.243322,38.963745,4.3517103,50.8503396,"Turkey, Consulate-General, Brussels, Belgium",4.3674883,50.8418815
"Brussels, Belgium","Italy","Brussels","Belgium","Permanent Mission","Mission to NATO","ITA",380,"BEL",56,12.56738,41.87194,4.3517103,50.8503396,"Italy, Mission to NATO, Brussels, Belgium",4.4272512,50.8775733
"Brussels, Belgium","Italy","Brussels","Belgium","Permanent Mission","Mission to EU/ECHR","ITA",380,"BEL",56,12.56738,41.87194,4.3517103,50.8503396,"Italy, Mission to EU/ECHR, Brussels, Belgium",4.3517103,50.8503396
"Brussels, Belgium","Poland","Brussels","Belgium","Embassy / High Commission","Embassy","POL",616,"BEL",56,19.145136,51.919438,4.3517103,50.8503396,"Poland, Embassy, Brussels, Belgium",4.3851026,50.8437331
"Brussels, Belgium","Slovak Republic","Brussels","Belgium","Permanent Mission","Mission to EU","SVK",703,"BEL",56,19.699024,48.669026,4.3517103,50.8503396,"Slovak Republic, Mission to EU, Brussels, Belgium",4.3696248,50.8383571
"Brussels, Belgium","Taiwan*","Brussels","Belgium","Other","Representative Office","TWN",158,"BEL",56,120.960515,23.69781,4.3517103,50.8503396,"Taiwan*, Representative Office, Brussels, Belgium",4.37038,50.8402884
"Brussels, Belgium","Norway","Brussels","Belgium","Permanent Mission","Mission to EU","NOR",578,"BEL",56,8.468946,60.472024,4.3517103,50.8503396,"Norway, Mission to EU, Brussels, Belgium",4.384121,50.8435465
"Brussels, Belgium","Singapore","Brussels","Belgium","Embassy / High Commission","Embassy","SGP",702,"BEL",56,103.819836,1.352083,4.3517103,50.8503396,"Singapore, Embassy, Brussels, Belgium",4.3862969,50.8045783
"Brussels, Belgium","United Kingdom","Brussels","Belgium","Permanent Mission","Mission to NATO","GBR",826,"BEL",56,-3.435973,55.378051,4.3517103,50.8503396,"United Kingdom, Mission to NATO, Brussels, Belgium",4.3673465,50.8445953
"Brussels, Belgium","United States","Brussels","Belgium","Permanent Mission","Mission to EU","USA",840,"BEL",56,-95.712891,37.09024,4.3517103,50.8503396,"United States, Mission to EU, Brussels, Belgium",NA,NA
"Brussels, Belgium","Hungary","Brussels","Belgium","Permanent Mission","Mission to EU","HUN",348,"BEL",56,19.5033041,47.162494,4.3517103,50.8503396,"Hungary, Mission to EU, Brussels, Belgium",4.3748232,50.8425174
"Brussels, Belgium","Russian Federation","Brussels","Belgium","Embassy / High Commission","Embassy","RUS",643,"BEL",56,105.318756,61.52401,4.3517103,50.8503396,"Russian Federation, Embassy, Brussels, Belgium",4.3526604,50.8050713
"Brussels, Belgium","Greece","Brussels","Belgium","Embassy / High Commission","Embassy","GRC",300,"BEL",56,21.824312,39.074208,4.3517103,50.8503396,"Greece, Embassy, Brussels, Belgium",4.3590754,50.8402255
"Brussels, Belgium","Cambodia","Brussels","Belgium","Embassy / High Commission","Embassy","KHM",116,"BEL",56,104.990963,12.565679,4.3517103,50.8503396,"Cambodia, Embassy, Brussels, Belgium",4.4175874,50.8357809
"Brussels, Belgium","Brunei Darussalam","Brussels","Belgium","Embassy / High Commission","Embassy","BRN",96,"BEL",56,114.727669,4.535277,4.3517103,50.8503396,"Brunei Darussalam, Embassy, Brussels, Belgium",4.3946047,50.798201
"Brussels, Belgium","France","Brussels","Belgium","Permanent Mission","Mission to NATO","FRA",250,"BEL",56,2.213749,46.227638,4.3517103,50.8503396,"France, Mission to NATO, Brussels, Belgium",4.4272512,50.8775733
"Brussels, Belgium","France","Brussels","Belgium","Embassy / High Commission","Embassy","FRA",250,"BEL",56,2.213749,46.227638,4.3517103,50.8503396,"France, Embassy, Brussels, Belgium",4.3675485,50.846865
"Brussels, Belgium","Netherlands","Brussels","Belgium","Embassy / High Commission","Embassy","NLD",528,"BEL",56,5.291266,52.132633,4.3517103,50.8503396,"Netherlands, Embassy, Brussels, Belgium",4.3849609,50.843007
"Brussels, Belgium","Netherlands","Brussels","Belgium","Permanent Mission","Mission to NATO","NLD",528,"BEL",56,5.291266,52.132633,4.3517103,50.8503396,"Netherlands, Mission to NATO, Brussels, Belgium",4.4272512,50.8775733
"Brussels, Belgium","Sri Lanka","Brussels","Belgium","Embassy / High Commission","Embassy","LKA",144,"BEL",56,80.771797,7.873054,4.3517103,50.8503396,"Sri Lanka, Embassy, Brussels, Belgium",4.361862,50.8174556
"Brussels, Belgium","Germany","Brussels","Belgium","Permanent Mission","Mission to NATO","DEU",276,"BEL",56,10.451526,51.165691,4.3517103,50.8503396,"Germany, Mission to NATO, Brussels, Belgium",4.4272512,50.8775733
"Brussels, Belgium","Austria","Brussels","Belgium","Embassy / High Commission","Embassy & Mission to NATO","AUT",40,"BEL",56,14.550072,47.516231,4.3517103,50.8503396,"Austria, Embassy & Mission to NATO, Brussels, Belgium",-77.0690644,38.9454254
"Brussels, Belgium","United Kingdom","Brussels","Belgium","Permanent Mission","Mission to EU","GBR",826,"BEL",56,-3.435973,55.378051,4.3517103,50.8503396,"United Kingdom, Mission to EU, Brussels, Belgium",4.384469,50.8417176
"Brussels, Belgium","Estonia","Brussels","Belgium","Embassy / High Commission","Embassy","EST",233,"BEL",56,25.0136071,58.595272,4.3517103,50.8503396,"Estonia, Embassy, Brussels, Belgium",4.369756,50.8436149
"Brussels, Belgium","Czech Republic","Brussels","Belgium","Permanent Mission","Mission to NATO","CZE",203,"BEL",56,15.472962,49.817492,4.3517103,50.8503396,"Czech Republic, Mission to NATO, Brussels, Belgium",4.4272512,50.8775733
"Brussels, Belgium","Spain","Brussels","Belgium","Embassy / High Commission","Embassy","ESP",724,"BEL",56,-3.74922,40.463667,4.3517103,50.8503396,"Spain, Embassy, Brussels, Belgium",4.3715608,50.8424061
"Brussels, Belgium","Latvia","Brussels","Belgium","Permanent Mission","Permanent Mission to EU","LVA",428,"BEL",56,24.603189,56.879635,4.3517103,50.8503396,"Latvia, Permanent Mission to EU, Brussels, Belgium",4.3692001,50.8458627
"Brussels, Belgium","Switzerland","Brussels","Belgium","Embassy / High Commission","Embassy & Mission to NATO","CHE",756,"BEL",56,8.227512,46.818188,4.3517103,50.8503396,"Switzerland, Embassy & Mission to NATO, Brussels, Belgium",-77.0580008,38.9285049
"Brussels, Belgium","China","Brussels","Belgium","Embassy / High Commission","Embassy","CHN",156,"BEL",56,104.195397,35.86166,4.3517103,50.8503396,"China, Embassy, Brussels, Belgium",4.4425219,50.8535569
"Brussels, Belgium","Belgium","Brussels","Belgium","Permanent Mission","Mission to NATO","BEL",56,"BEL",56,4.469936,50.503887,4.3517103,50.8503396,"Belgium, Mission to NATO, Brussels, Belgium",NA,NA
"Brussels, Belgium","Iceland","Brussels","Belgium","Embassy / High Commission","Embassy & Mission to EU","ISL",352,"BEL",56,-19.020835,64.963051,4.3517103,50.8503396,"Iceland, Embassy & Mission to EU, Brussels, Belgium",-77.0586856,38.9019927
"Brussels, Belgium","Russian Federation","Brussels","Belgium","Permanent Mission","Mission to NATO","RUS",643,"BEL",56,105.318756,61.52401,4.3517103,50.8503396,"Russian Federation, Mission to NATO, Brussels, Belgium",4.3673465,50.8445953
"Brussels, Belgium","Estonia","Brussels","Belgium","Permanent Mission","Mission to EU","EST",233,"BEL",56,25.0136071,58.595272,4.3517103,50.8503396,"Estonia, Mission to EU, Brussels, Belgium",4.369756,50.8436149
"Brussels, Belgium","Hungary","Brussels","Belgium","Permanent Mission","Mission to NATO","HUN",348,"BEL",56,19.5033041,47.162494,4.3517103,50.8503396,"Hungary, Mission to NATO, Brussels, Belgium",4.4272512,50.8775733
"Brussels, Belgium","Norway","Brussels","Belgium","Permanent Mission","Mission to NATO","NOR",578,"BEL",56,8.468946,60.472024,4.3517103,50.8503396,"Norway, Mission to NATO, Brussels, Belgium",4.384121,50.8435465
"Brussels, Belgium","Portugal","Brussels","Belgium","Permanent Mission","Mission to EU","PRT",620,"BEL",56,-8.224454,39.399872,4.3517103,50.8503396,"Portugal, Mission to EU, Brussels, Belgium",4.3853448,50.8431932
"Brussels, Belgium","Sweden","Brussels","Belgium","Permanent Mission","Mission to EU","SWE",752,"BEL",56,18.643501,60.128161,4.3517103,50.8503396,"Sweden, Mission to EU, Brussels, Belgium",4.3697365,50.840646
"Brussels, Belgium","Norway","Brussels","Belgium","Embassy / High Commission","Embassy","NOR",578,"BEL",56,8.468946,60.472024,4.3517103,50.8503396,"Norway, Embassy, Brussels, Belgium",4.3840629,50.8436148
"Brussels, Belgium","Turkey","Brussels","Belgium","Permanent Mission","Mission to NATO","TUR",792,"BEL",56,35.243322,38.963745,4.3517103,50.8503396,"Turkey, Mission to NATO, Brussels, Belgium",4.3674883,50.8418815
"Brussels, Belgium","Pakistan","Brussels","Belgium","Embassy / High Commission","Embassy","PAK",586,"BEL",56,69.345116,30.375321,4.3517103,50.8503396,"Pakistan, Embassy, Brussels, Belgium",4.4091444,50.7957771
"Brussels, Belgium","Brazil","Brussels","Belgium","Consulate / Consulate-General","Consulate-General","BRA",76,"BEL",56,-51.92528,-14.235004,4.3517103,50.8503396,"Brazil, Consulate-General, Brussels, Belgium",4.3697825,50.8221616
"Brussels, Belgium","Poland","Brussels","Belgium","Permanent Mission","Mission to EU","POL",616,"BEL",56,19.145136,51.919438,4.3517103,50.8503396,"Poland, Mission to EU, Brussels, Belgium",4.3851407,50.8438012
"Brussels, Belgium","Italy","Brussels","Belgium","Embassy / High Commission","Embassy","ITA",380,"BEL",56,12.56738,41.87194,4.3517103,50.8503396,"Italy, Embassy, Brussels, Belgium",4.35924,50.829973
